X	Y	ID	NOME	ESTADO	MUNICÍPIO	BACIA	SUB-BACIA	RESPONSÁVEL	OPERADORA	ALTITUDE	ESTAÇÃO PLUVIOMÉTRICA	REGISTRADOR DE CHUVA	ESTAÇÃO CLIMATOLÓGICA	INÍCIO - PERÍODO PLUVIOMÉTRICO	FIM - PERÍODO PLUVIOMÉTRICO	INÍCIO - PERÍODO REGISTRADOR DE CHUVA	FIM - PERÍODO REGISTRADOR DE CHUVA	INÍCIO - PERÍODO CLIMATOLÓGICO	FIM - PERÍODO CLIMATOLÓGICO
-42,9003	-22,8169	2242159	LARGO DA IDEIA	RIO DE JANEIRO	SÃO GONÇALO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/01/2013	--	--	--	--	--
-42,7661	-22,8439	2242160	SERRA DO LAGARTO	RIO DE JANEIRO	SÃO GONÇALO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/01/2013	--	--	--	--	--
-42,6833	-22,7169	2242161	TANGUÁ	RIO DE JANEIRO	TANGUÁ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/01/2013	--	--	--	--	--
-42,9467	-22,4097	2242162	QUINTA DO LEBRÃO	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO ESTADUAL DO AMBIENTE	INSTITUTO ESTADUAL DO AMBIENTE	889	SIM	NÃO	NÃO	01/03/2015	--	--	--	--	--
-42,2258	-22,3542	2242163	SÃO ROMÃO	RIO DE JANEIRO	MACAÉ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INSTITUTO ESTADUAL DO AMBIENTE	--	SIM	NÃO	NÃO	01/03/2015	--	--	--	--	--
-42,8067	-22,7133	2242164	RETA NOVA	RIO DE JANEIRO	ITABORAÍ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INSTITUTO ESTADUAL DO AMBIENTE	--	SIM	NÃO	NÃO	01/08/2014	--	--	--	--	--
-42,2783	-22,0944	2242335	PCH SANTA ROSA II JUSANTE	RIO DE JANEIRO	CORDEIRO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	SANTA ROSA S.A	SANTA ROSA S.A	369	SIM	NÃO	NÃO	01/08/2014	--	--	--	--	--
-42,418	-22,164	2242336	BOM JARDIM_São Miguel	RIO DE JANEIRO	BOM JARDIM	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	566	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,396	-22,205	2242337	BOM JARDIM_São José do Ribeirão	RIO DE JANEIRO	BOM JARDIM	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	579	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,419	-22,156	2242338	BOM JARDIM_EMATER	RIO DE JANEIRO	BOM JARDIM	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	599	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,422	-22,15	2242339	BOM JARDIM_Centro	RIO DE JANEIRO	BOM JARDIM	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	579	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,654	-22,463	2242340	CACHOEIRAS DE MACACU_Centro	RIO DE JANEIRO	CACHOEIRAS DE MACACU	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	57	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,686	-22,562	2242341	CACHOEIRAS DE MACACU_Japiúba	RIO DE JANEIRO	CACHOEIRAS DE MACACU	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	34	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,636	-22,439	2242342	CACHOEIRAS DE MACACU_Valério	RIO DE JANEIRO	CACHOEIRAS DE MACACU	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	116	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,655	-22,474	2242343	CACHOEIRAS DE MACACU_São Francisco de Assis	RIO DE JANEIRO	CACHOEIRAS DE MACACU	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	41	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,693	-22,561	2242344	CACHOEIRAS DE MACACU_Centro2	RIO DE JANEIRO	CACHOEIRAS DE MACACU	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	26	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,878	-22,591	2242345	CACHOEIRAS DE MACACU_E. M Engenheiro Elias Faraht	RIO DE JANEIRO	CACHOEIRAS DE MACACU	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	11	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,383	-22,034	2242346	CORDEIRO_Cordeiro	RIO DE JANEIRO	CORDEIRO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	509	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,359	-22,026	2242347	CORDEIRO_Duas Barras	RIO DE JANEIRO	CORDEIRO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	490	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,323	-22,061	2242348	CORDEIRO_Estrada Bom Sucesso	RIO DE JANEIRO	CORDEIRO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	330	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,522	-22,051	2242349	DUAS BARRAS_EMATER	RIO DE JANEIRO	DUAS BARRAS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	553	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,404	-22,075	2242350	DUAS BARRAS_Distrito de Monnerat	RIO DE JANEIRO	DUAS BARRAS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	605	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,984	-22,528	2242351	GUAPIMIRIM_Centro	RIO DE JANEIRO	GUAPIMIRIM	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	39	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,983	-22,509	2242352	GUAPIMIRIM_Barrinha	RIO DE JANEIRO	GUAPIMIRIM	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	113	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,993	-22,655	2242353	GUAPIMIRIM_Vale das Pedrinhas	RIO DE JANEIRO	GUAPIMIRIM	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	11	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,996	-22,482	2242354	GUAPIMIRIM_Rod. Rio Teresópolis	RIO DE JANEIRO	GUAPIMIRIM	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	652	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,78	-22,6811	2242355	ITABORAÍ_Sambaetiba	RIO DE JANEIRO	ITABORAÍ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	22	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,9039	-22,7611	2242356	ITABORAÍ_Vale do Sol	RIO DE JANEIRO	ITABORAÍ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	10	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,83	-22,7319	2242357	ITABORAÍ_Venda das Pedras	RIO DE JANEIRO	ITABORAÍ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	18	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,9461	-22,7281	2242358	ITABORAÍ_Itambi	RIO DE JANEIRO	ITABORAÍ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	9	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,8989	-22,7119	2242359	ITABORAÍ_Visconde de Itaboraí	RIO DE JANEIRO	ITABORAÍ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	9	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,8469	-22,755	2242360	ITABORAÍ_Nova Cidade	RIO DE JANEIRO	ITABORAÍ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	27	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,9381	-22,7761	2242361	ITABORAÍ_Apolo II	RIO DE JANEIRO	ITABORAÍ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	18	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,8828	-22,8378	2242362	ITABORAÍ_E.M. Prof. Maria Cristina Soares Froes	RIO DE JANEIRO	ITABORAÍ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	64	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,815	-22,9061	2242363	MARICÁ_Itapeba	RIO DE JANEIRO	MARICÁ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	9	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,6581	-22,9239	2242364	MARICÁ_Jacon	RIO DE JANEIRO	MARICÁ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	16	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,6969	-22,9511	2242365	MARICÁ_Ponta Negra	RIO DE JANEIRO	MARICÁ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	12	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,7931	-22,9569	2242366	MARICÁ_Guaratiba	RIO DE JANEIRO	MARICÁ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	5	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,9269	-22,9711	2242367	MARICÁ_Itaipua‡u	RIO DE JANEIRO	MARICÁ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	7	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,94	-22,8981	2242368	MARICÁ_Inoá	RIO DE JANEIRO	MARICÁ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	41	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,71	-22,8889	2242369	MARICÁ_Espraido	RIO DE JANEIRO	MARICÁ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	23	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,985	-22,9081	2242370	NITERÓI_Varzea das Moscas	RIO DE JANEIRO	SÃO GONÇALO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	78	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,548	-22,29	2242371	NOVA FRIBURGO_Vale dos Pinheiros	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	906	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,513	-22,34	2242372	NOVA FRIBURGO_Mury	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	988	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,547	-22,239	2242373	NOVA FRIBURGO_São Geraldo	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	939	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,542	-22,308	2242374	NOVA FRIBURGO_Olaria	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	861	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,534	-22,269	2242375	NOVA FRIBURGO_Vila Nova	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	863	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,459	-22,258	2242376	NOVA FRIBURGO_Amparo	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	685	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,327	-22,348	2242377	NOVA FRIBURGO_Lumiar	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	630	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,524	-22,31	2242378	NOVA FRIBURGO_Ponte da Saudade	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	907	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,588	-22,297	2242379	NOVA FRIBURGO_Cardinot	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	1030	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,511	-22,197	2242380	NOVA FRIBURGO_Rio Grandina	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	728	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,614	-22,269	2242381	NOVA FRIBURGO_Campo do Coelho	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	1119	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,529	-22,361	2242382	NOVA FRIBURGO_RJ116-km69	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	1012	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,505	-22,294	2242383	NOVA FRIBURGO_Varginha	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	1006	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,526	-22,224	2242384	NOVA FRIBURGO_Floresta	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	888	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,512	-22,344	2242385	NOVA FRIBURGO_Mury2	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	982	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,649	-22,24	2242386	NOVA FRIBURGO_Conquista	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	1021	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,56	-22,279	2242387	NOVA FRIBURGO_Granja Spinelli	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	1084	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,331	-22,318	2242388	NOVA FRIBURGO_São Pedro da Serra	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	787	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,536	-22,239	2242389	NOVA FRIBURGO_Jardim Califórnia	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	877	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,564	-22,335	2242390	NOVA FRIBURGO_Caledônia	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	1118	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,56	-22,359	2242391	NOVA FRIBURGO_Caledônia2	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	1713	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,533	-22,293	2242392	NOVA FRIBURGO_Perissê	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	902	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
